id,title,author,real_price,sale_price,sale,category,retrieved_at
1,Фаворити,од: Лејн Фарго,590 ден,590 ден,0,Романси,2025-05-02
2,Тунел,од: Ана Волц,400 ден,400 ден,0,Романси,2025-05-02
3,Љубов во Рим,од: Сара Адамс,490 ден,490 ден,0,Романси,2025-05-02
4,Шпанска љубовна измама,од: Елена Армас,590 ден,590 ден,0,Романси,2025-05-02
5,Изопачени лаги,од: Ана Хуанг,590 ден,590 ден,0,Романси,2025-05-02
6,Убавината на скршените нешта,од: Ивана Спасев,390 ден,390 ден,0,Романси,2025-05-02
7,Убавината на скршените нешта,од: Ивана Спасев,390 ден,390 ден,0,Романси,2025-05-02
8,Твој Толак,од: Торе Ренберг,370 ден,370 ден,0,Романси,2025-05-02
9,За нас (Браќата Бејли #2),од: Клер Кингсли,550 ден,550 ден,0,Романси,2025-05-02
10,Завеани за Божиќ,од: Сара Морган,490 ден,490 ден,0,Романси,2025-05-02
11,Божиќниот клуб на читатели,од: Сара Морган,490 ден,490 ден,0,Романси,2025-05-02
12,Бессони во Менхетен,од: Вај Киленд,450 ден,450 ден,0,Романси,2025-05-02
13,Како намќорот го спаси Божиќ,од: Клер Кингсли,470 ден,470 ден,0,Романси,2025-05-02
14,За тебе (Браќата Бејли #1),од: Клер Кингсли,390 ден,390 ден,0,Романси,2025-05-02
15,Љубов на втор поглед,од: Меган Квин,590 ден,590 ден,0,Романси,2025-05-02
16,ВРАЌАЊЕ,од: Али Мартинез,450 ден,450 ден,0,Романси,2025-05-02
17,Невидлива убавина,од: Ејми Хармон,450 ден,450 ден,0,Романси,2025-05-02
18,Деновите кога најмногу те љубев,од: Ејми Неф,490 ден,490 ден,0,Романси,2025-05-02
19,Првата вечерна ѕвезда,од: Сузан Е. Филипс,440 ден,440 ден,0,Романси,2025-05-02
20,Изопачена омраза,од: Ана Хуанг,500 ден,500 ден,0,Романси,2025-05-02
21,"На господин Филип, со љубов (Бриџертон #5)",од: Џулија Квин,520 ден,520 ден,0,Романси,2025-05-02
22,Венчани до изгрејсонце (Хатавеј #4),од: Лиса Клејпас,470 ден,349 ден,1,Романси,2025-05-02
23,Кафеноока (Тревис #4),од: Лиса Клејпас,450 ден,450 ден,0,Романси,2025-05-02
24,Со секој здив,од: Николас Спаркс,450 ден,450 ден,0,Романси,2025-05-02
25,Договор за љубов (Dreamland Billionaires #2),од: Лорен Ашер,490 ден,490 ден,0,Романси,2025-05-02
26,Љубов во Тел Авив,од: Сандра Малетски,370 ден,370 ден,0,Романси,2025-05-02
27,Романса со господин Бриџертон (Бриџертон #4),од: Џулија Квин,520 ден,520 ден,0,Романси,2025-05-02
28,Беспрекорно,од: Елси Силвер,520 ден,520 ден,0,Романси,2025-05-02
29,Безобразни писма,од: Вај Киленд,450 ден,450 ден,0,Романси,2025-05-02
30,Шепотот на судбината,од: Ана Антовска,390 ден,390 ден,0,Романси,2025-05-02
31,Кралицата Шарлота,"од: Џулија Квин, Шонда Рајмс,",520 ден,520 ден,0,Романси,2025-05-02
32,Скрши го мразот,од: Хана Грејс,590 ден,590 ден,0,Романси,2025-05-02
33,Ривалите,од: Вај Киленд,450 ден,450 ден,0,Романси,2025-05-02
34,Види ме,од: Николас Спаркс,590 ден,590 ден,0,Романси,2025-05-02
35,Свадба во декември,од: Сара Морган,490 ден,490 ден,0,Романси,2025-05-02
36,КУМ,од: Саша Богдан,300 ден,300 ден,0,Романси,2025-05-02
37,Плејбој,од: Вај Киленд,450 ден,450 ден,0,Романси,2025-05-02
38,Изопачени игри,од: Ана Хуанг,470 ден,470 ден,0,Романси,2025-05-02
39,Сите недовршени нешта,од: Ребека Јарос,590 ден,590 ден,0,Романси,2025-05-02
40,Последната желба,од: Николас Спаркс,550 ден,550 ден,0,Романси,2025-05-02
41,Длабоко под површината,од: Памела Клер,420 ден,420 ден,0,Романси,2025-05-02
42,Фустанот и Светец,од: Колин Хувер,350 ден,350 ден,0,Романси,2025-05-02
43,Последното писмо,од: Ребека Јарос,590 ден,590 ден,0,Романси,2025-05-02
44,Статистичка веројатност за љубов на прв поглед,од: Џенифер И. Смит,390 ден,390 ден,0,Романси,2025-05-02
45,Танцувај со мене,од: Сузан Е. Филипс,520 ден,520 ден,0,Романси,2025-05-02
46,Домашен фронт,од: Кристин Хана,550 ден,550 ден,0,Романси,2025-05-02
47,ОСЛОБОДУВАЊЕ,од: Али Мартинез,450 ден,450 ден,0,Романси,2025-05-02
48,Прекрасна грешка,од: Вај Киленд,450 ден,450 ден,0,Романси,2025-05-02
49,ИГРАЧОТ,од: Вај Киленд,450 ден,450 ден,0,Романси,2025-05-02
50,Изопачена љубов,од: Ана Хуанг,450 ден,450 ден,0,Романси,2025-05-02
51,ПОГОДОКОТ #3,од: Ел Кенеди,450 ден,450 ден,0,Романси,2025-05-02
52,Најслаткиот филџан кафе,од: Оља Петрушевска – Томева,320 ден,320 ден,0,Романси,2025-05-02
53,Книгољупци,од: Емили Хенри,550 ден,550 ден,0,Романси,2025-05-02
54,Љубов меѓу редови (Dreamland Billionaires #1),од: Лорен Ашер,490 ден,490 ден,0,Романси,2025-05-02
55,Бадникова вечер во Фрајдеј Харбор (Фрајдеј Харбор #1),од: Лиса Клејпас,390 ден,390 ден,0,Романси,2025-05-02
56,Понуда од џентлмен (Бриџертон #3),од: Џулија Квин,450 ден,450 ден,0,Романси,2025-05-02
57,Грешката (Off-Campus #2),од: Ел Кенеди,450 ден,450 ден,0,Романси,2025-05-02
58,Божиќ во Шкотска,од: Сара Морган,490 ден,490 ден,0,Романси,2025-05-02
59,На работ,од: Памела Клер,490 ден,490 ден,0,Романси,2025-05-02
60,Намами ме во самрак (Хатавеј #3),од: Лиса Клејпас,450 ден,450 ден,0,Романси,2025-05-02
61,Ова започнува со нас,од: Колин Хувер,520 ден,520 ден,0,Романси,2025-05-02
62,Поканата,од: Вај Киленд,450 ден,450 ден,0,Романси,2025-05-02
63,Заведи ме в мугри (Хатавеј #2),од: Лиса Клејпас,450 ден,450 ден,0,Романси,2025-05-02
64,Шах мат,од: Р.Л Метјусон,440 ден,440 ден,0,Романси,2025-05-02
65,Еднаш и засекогаш,од: Џудит МекНот,490 ден,490 ден,0,Романси,2025-05-02
66,Предоцна,од: Колин Хувер,490 ден,490 ден,0,Романси,2025-05-02
67,Совршен допир,од: Ана Антовска,350 ден,350 ден,0,Романси,2025-05-02
68,Договорот (Off-Campus #1),од: Ел Кенеди,450 ден,450 ден,0,Романси,2025-05-02
69,Забранет допир,од: Памела Клер,450 ден,450 ден,0,Романси,2025-05-02
70,Совршенство,од: Р.Л Метјусон,440 ден,440 ден,0,Романси,2025-05-02
71,Татјана и Александар II: Мостот Кон Светиот Крст,од: Паулина Сајмонс,500 ден,500 ден,0,Романси,2025-05-02
72,Со љубов од Лондон,од: Сара Џио,490 ден,490 ден,0,Романси,2025-05-02
73,Сите ја сакаат Марта,од: Мирјана Проданова,320 ден,320 ден,0,Романси,2025-05-02
74,Коронтин,од: Саша Богдан,300 ден,300 ден,0,Романси,2025-05-02
75,Егоманијак,од: Вај Киленд,450 ден,450 ден,0,Романси,2025-05-02
76,Луѓето кои ги среќаваме на одмор,од: Емили Хенри,450 ден,450 ден,0,Романси,2025-05-02
77,Татјана и Александар I: Втората Америка,од: Паулина Сајмонс,500 ден,500 ден,0,Романси,2025-05-02
78,Жртвување со оган,од: Лепа Гештаковска Христовска,300 ден,300 ден,0,Романси,2025-05-02
79,Закопана вистина,од: Далибор Трајков,300 ден,300 ден,0,Романси,2025-05-02
80,Споменот на него,од: Колин Хувер,490 ден,490 ден,0,Романси,2025-05-02
81,Можеби сега,од: Колин Хувер,420 ден,420 ден,0,Романси,2025-05-02
82,Моја до полноќ (Хатавеј #1),од: Лиса Клејпас,440 ден,440 ден,0,Романси,2025-05-02
83,Умри за мене,од: Синтија Идн,450 ден,225 ден,1,Романси,2025-05-02
84,Жената со сина ѕвезда,од: Пам Џеноф,450 ден,450 ден,0,Романси,2025-05-02
85,Здравица,од: Саша Богдан,250 ден,250 ден,0,Романси,2025-05-02
86,Господин Неподнослив,од: Вај Киленд,420 ден,420 ден,0,Романси,2025-05-02
87,Улицата на бродовите,од: Сара Џио,450 ден,450 ден,0,Романси,2025-05-02
88,Ова завршува со нас (тврд повез),од: Колин Хувер,500 ден,500 ден,0,Романси,2025-05-02
89,Коски на срцето (тврд повез),од: Колин Хувер,550 ден,550 ден,0,Романси,2025-05-02
90,Додека има ѕвезди,од: Сара Џио,490 ден,490 ден,0,Романси,2025-05-02
91,Присестра,од: Џенифер Донели,450 ден,450 ден,0,Романси,2025-05-02
92,Од жарјето,од: Али Мартинез,420 ден,420 ден,0,Романси,2025-05-02
93,Во војната и љубовта,од: Верица Митева,300 ден,300 ден,0,Романси,2025-05-02
94,Можеби овој Божиќ (Браќата О’Нил #3),од: Сара Морган,420 ден,420 ден,0,Романси,2025-05-02
95,Виконтот кој ме сакаше (Бриџертон #2),од: Џулија Квин,450 ден,450 ден,0,Романси,2025-05-02
96,Господин вообразен,од: Вај Киленд,420 ден,420 ден,0,Романси,2025-05-02
97,Херој,од: Саманта Јанг,420 ден,420 ден,0,Романси,2025-05-02
98,Летото смени сѐ (Браќата О’Нил #2),од: Сара Морган,420 ден,420 ден,0,Романси,2025-05-02
99,Шефот од соништата,од: Вај Киленд,420 ден,420 ден,0,Романси,2025-05-02
100,Ѕвончиња во снегот (Браќата О’Нил #1),од: Сара Морган,420 ден,420 ден,0,Романси,2025-05-02
101,Војводата и јас (Бриџертон #1),од: Џулија Квин,450 ден,450 ден,0,Романси,2025-05-02
102,Слаткоречив туѓинец (Тревис #3),од: Лиса Клејпас,420 ден,420 ден,0,Романси,2025-05-02
103,"Страст, предавства и оние два збора",од: Маја Божиновска,350 ден,350 ден,0,Романси,2025-05-02
104,Искра надеж,од:,490 ден,490 ден,0,Романси,2025-05-02
105,Што знае ветрот,од:,490 ден,490 ден,0,Романси,2025-05-02
106,Љубовно романче,од: Емили Хенри,420 ден,420 ден,0,Романси,2025-05-02
107,Еден незаборавен Божиќ (Wallflowers #5),од: Лиса Клејпас,390 ден,390 ден,0,Романси,2025-05-02
108,Коски на срцето,од: Колин Хувер,440 ден,440 ден,0,Романси,2025-05-02
109,"Очи од сребро, очи од злато",од:,490 ден,490 ден,0,Романси,2025-05-02
110,Јужњакот со сини очи (Тревис #2),од: Лиса Клејпас,420 ден,420 ден,0,Романси,2025-05-02
111,Ти си тој што го сакам,од: Џована Флечер,400 ден,400 ден,0,Романси,2025-05-02
112,Јас и ти,од: Кристан Хигинс,420 ден,420 ден,0,Романси,2025-05-02
113,Последната камелија,од: Сара Џио,420 ден,420 ден,0,Романси,2025-05-02
114,Совршена недомаќинка,од: Софи Кинсела,420 ден,420 ден,0,Романси,2025-05-02
115,Избриши ги солзите,од:,450 ден,450 ден,0,Романси,2025-05-02
116,Скандал на пролет (Wallflowers #4),од: Лиса Клејпас,420 ден,420 ден,0,Романси,2025-05-02
117,Вистинскиот за мене,од:,420 ден,420 ден,0,Романси,2025-05-02
118,Светот не е фабрика за исполнување желби,од: Џон Грин,380 ден,380 ден,0,Романси,2025-05-02
119,Напишано со тебе (Regret duet #2),од: Али Мартинез,420 ден,420 ден,0,Романси,2025-05-02
120,Девојка од мал град (Тревис #1),од: Лиса Клејпас,420 ден,420 ден,0,Романси,2025-05-02
121,Напишано со каење (Regret duet #1),од: Али Мартинез,420 ден,420 ден,0,Романси,2025-05-02
122,Без каење,од: Колин Хувер,440 ден,440 ден,0,Романси,2025-05-02
123,Нечесна игра,од: Верица Митева,300 ден,300 ден,0,Романси,2025-05-02
124,Една страшна зима (Wallflowers #3),од: Лиса Клејпас,420 ден,420 ден,0,Романси,2025-05-02
125,Сурова љубов,од: Колин Хувер,400 ден,400 ден,0,Романси,2025-05-02
126,Најсветлото зајдисонце,од: Али Мартинез,390 ден,390 ден,0,Романси,2025-05-02
127,Најмрачното изгрејсонце,од: Али Мартинез,390 ден,390 ден,0,Романси,2025-05-02
128,Се случи една есен (Wallflowers #2),од: Лиса Клејпас,420 ден,420 ден,0,Романси,2025-05-02
129,Доказ за љубов,од: Памела Клер,400 ден,400 ден,0,Романси,2025-05-02
130,"Флерт, уцени и високи потпетици",од: Маја Божиновска,350 ден,350 ден,0,Романси,2025-05-02
131,Маријана,од: Сузана Кирсли,420 ден,420 ден,0,Романси,2025-05-02
132,Тајни на летната ноќ (Wallflowers #1),од: Лиса Клејпас,420 ден,420 ден,0,Романси,2025-05-02
133,Ленинградска зима,од: Кристин Хана,420 ден,420 ден,0,Романси,2025-05-02
134,Знаеш ли да чуваш тајна?,од: Софи Кинсела,420 ден,420 ден,0,Романси,2025-05-02
135,Песната на речните птици,од: Лиса Вингејт,450 ден,450 ден,0,Романси,2025-05-02
136,Сите твои совршености,од: Колин Хувер,400 ден,400 ден,0,Романси,2025-05-02
137,"Будалеста, слатка љубов #3",од: Џил Шелвис,390 ден,390 ден,0,Романси,2025-05-02
138,Најслаткото нешто #2,од: Џил Шелвис,390 ден,390 ден,0,Романси,2025-05-02
139,Moјот (не баш) совршен живот,од: Софи Кинсела,420 ден,420 ден,0,Романси,2025-05-02
140,Слатки мали тајни #1,од: Џил Шелвис,390 ден,390 ден,0,Романси,2025-05-02
141,Тајната колиба на плажата,од: Сара Џио,400 ден,400 ден,0,Романси,2025-05-02
142,Го имам твојот број,од: Софи Кинсела,420 ден,420 ден,0,Романси,2025-05-02
143,Светлината што ја изгубивме,од: Џил Сантополо,400 ден,400 ден,0,Романси,2025-05-02
144,Синдер & Ела,од: Кели Орам,390 ден,390 ден,0,Романси,2025-05-02
145,Еленор Олифант е океј,од: Гејл Ханимен,400 ден,400 ден,0,Романси,2025-05-02
146,Темјанушки во март,од: Сара Џио,400 ден,400 ден,0,Романси,2025-05-02
147,Живот за живот,од: Сара Зар,380 ден,380 ден,0,Романси,2025-05-02
148,Тајната сопруга,од: Џил Пол,450 ден,450 ден,0,Романси,2025-05-02
149,Зима со мирис на капини,од: Сара Џио,400 ден,400 ден,0,Романси,2025-05-02
150,Точка на кулминација,од: Памела Клер,390 ден,390 ден,0,Романси,2025-05-02
151,Онаа ноќ во Њујорк,од: Лорен Лејн,390 ден,390 ден,0,Романси,2025-05-02
152,На улица Шкотска,од: Саманта Јанг,390 ден,390 ден,0,Романси,2025-05-02
153,Кралство од соништата,од: Џудит МекНот,400 ден,400 ден,0,Романси,2025-05-02
154,Ќе има друг ден,од: Лори Нелсон Спилмен,390 ден,390 ден,0,Романси,2025-05-02
155,Крововите на Техеран,од: Махбод Сераџи,390 ден,390 ден,0,Романси,2025-05-02
156,Една од момците,од: Лорен Лејн,390 ден,390 ден,0,Романси,2025-05-02
157,Кога сакаш некого,од: Кристин Хана,420 ден,420 ден,0,Романси,2025-05-02
158,Ти не знаеш да сакаш,од: Сузан Е. Филипс,390 ден,390 ден,0,Романси,2025-05-02
159,"Или ти, или никој",од: Сузан Е. Филипс,390 ден,390 ден,0,Романси,2025-05-02
160,Тајна задача: љубов,од: Џули Џејмс,390 ден,390 ден,0,Романси,2025-05-02
161,Улица Индија,од: Саманта Јанг,390 ден,390 ден,0,Романси,2025-05-02
162,Проблемот со бившите,од: Лорен Лејн,390 ден,390 ден,0,Романси,2025-05-02
163,Ова завршува со нас,од: Колин Хувер,400 ден,400 ден,0,Романси,2025-05-02
164,"Тој рече, таа рече",од: Лорен Лејн,390 ден,390 ден,0,Романси,2025-05-02
165,Господин Неодолив,од: Сузан Е. Филипс,390 ден,390 ден,0,Романси,2025-05-02
166,А што по бакнежот?,од: Лорен Лејн,390 ден,390 ден,0,Романси,2025-05-02
167,9 Ноември,од: Колин Хувер,380 ден,380 ден,0,Романси,2025-05-02
168,Збогум најмила,од: Кристин Хана,420 ден,420 ден,0,Романси,2025-05-02
169,Славејот,од: Кристин Хана,420 ден,420 ден,0,Романси,2025-05-02
170,Само најсекси маж кој постои,од: Џули Џејмс,420 ден,420 ден,0,Романси,2025-05-02
171,Нека победи подобриот,од: Џули Џејмс,420 ден,420 ден,0,Романси,2025-05-02
172,Мојот личен ФБИ агент,од: Џули Џејмс,420 ден,420 ден,0,Романси,2025-05-02
173,Перфектна хемија,од: Симон Елкелс,380 ден,380 ден,0,Романси,2025-05-02
174,Нешто слично на љубов,од: Џули Џејмс,390 ден,390 ден,0,Романси,2025-05-02
175,Првиот последен бакнеж,од: Али Харис,390 ден,390 ден,0,Романси,2025-05-02
176,Подарок за роденден,од: Сузан Е. Филипс,390 ден,390 ден,0,Романси,2025-05-02
177,Сосед од пеколот,од: Р.Л Метјусон,380 ден,380 ден,0,Романси,2025-05-02
178,Во врска со онаа ноќ,од: Џули Џејмс,390 ден,390 ден,0,Романси,2025-05-02
179,Сонувај малку,од: Сузан Е. Филипс,390 ден,390 ден,0,Романси,2025-05-02
180,Тајната на сопругот,од: Лиен Мориарти,390 ден,390 ден,0,Романси,2025-05-02
181,Само пријатели,од: Колин Хувер,350 ден,350 ден,0,Романси,2025-05-02
182,На улица Даблин,од: Саманта Јанг,420 ден,420 ден,0,Романси,2025-05-02
183,Нешто сино,од: Емили Гифин,390 ден,390 ден,0,Романси,2025-05-02
184,Го сакам Лондон,од: Линдзи Келк,380 ден,380 ден,0,Романси,2025-05-02
185,Совршено несовршен пар,од: Сузан Е. Филипс,390 ден,390 ден,0,Романси,2025-05-02
186,На една свадба,од: Џули Џејмс,390 ден,390 ден,0,Романси,2025-05-02
187,Една неодолива љубов,од: Џули Џејмс,390 ден,390 ден,0,Романси,2025-05-02
188,И одеднаш едно лето,од: Џули Џејмс,390 ден,390 ден,0,Романси,2025-05-02
189,Големи мали лаги,од: Лиен Мориарти,400 ден,400 ден,0,Романси,2025-05-02
190,Кога мене ќе ме нема,од: Колин Оукли,400 ден,400 ден,0,Романси,2025-05-02
191,Еленор и Парк,од: Реинбоу Ровел,380 ден,380 ден,0,Романси,2025-05-02
192,Можеби никогаш,од: Колин Хувер,250 ден,250 ден,0,Романси,2025-05-02
193,Можеби некогаш,од: Колин Хувер,380 ден,380 ден,0,Романси,2025-05-02
194,Старомодниот водич за љубов и романса,од: Кирсти Гринвуд,390 ден,390 ден,0,Романси,2025-05-02
195,Ова мое срце,од: Сузан Е. Филипс,390 ден,390 ден,0,Романси,2025-05-02
196,Пред улица Јамајка,од: Саманта Јанг,390 ден,390 ден,0,Романси,2025-05-02
197,Софи и Картер,од:,250 ден,250 ден,0,Романси,2025-05-02
198,Планот за среќен крај,од: Линдзи Келк,390 ден,390 ден,0,Романси,2025-05-02
199,"Сè, баш сè",од: Никола Јун,380 ден,380 ден,0,Романси,2025-05-02
200,Прошетка по облаците,од: Ева Мари Еверсон,380 ден,380 ден,0,Романси,2025-05-02
201,Го сакам Њујорк,од: Линдзи Келк,390 ден,390 ден,0,Романси,2025-05-02
202,Од љубов до омраза,од: Кристан Хигинс,390 ден,390 ден,0,Романси,2025-05-02
203,Нешто позајмено,од: Емили Гифин,390 ден,390 ден,0,Романси,2025-05-02
204,По улица Лондон,од: Саманта Јанг,390 ден,390 ден,0,Романси,2025-05-02
205,Во потрага по Алјаска,од: Џон Грин,370 ден,370 ден,0,Романси,2025-05-02
206,Го сакам Вегас,од: Линдзи Келк,380 ден,380 ден,0,Романси,2025-05-02
207,Рајот може да почека,од: Кели Тејлор,360 ден,360 ден,0,Романси,2025-05-02
208,Божиќ засекогаш,од:,500 ден,500 ден,0,Романси,2025-05-02
209,Остров на тишината,од:,400 ден,400 ден,0,Романси,2025-05-02
210,Возбудливи времиња,од:,450 ден,450 ден,0,Романси,2025-05-02
211,Список за читање,од:,490 ден,490 ден,0,Романси,2025-05-02
212,Војна и љубов,од:,520 ден,520 ден,0,Романси,2025-05-02
213,Ќерката на трговецот со свила,од:,500 ден,500 ден,0,Романси,2025-05-02
214,Кери Сото се врати,од:,490 ден,490 ден,0,Романси,2025-05-02
215,Сликата што не е на продажба,од:,400 ден,400 ден,0,Романси,2025-05-02
216,Италијанската девојка,од:,630 ден,630 ден,0,Романси,2025-05-02
217,Твојата вина,од:,599 ден,599 ден,0,Романси,2025-05-02
218,Мојата вина,од:,599 ден,599 ден,0,Романси,2025-05-02
219,Рецептот за надеж,од:,490 ден,490 ден,0,Романси,2025-05-02
220,Првиот ден од остаток на твојот живот,од:,450 ден,450 ден,0,Романси,2025-05-02
221,Крадецот на сенки,од:,430 ден,430 ден,0,Романси,2025-05-02
222,Се поради еден допир,од:,430 ден,430 ден,0,Романси,2025-05-02
223,Лејла,од:,420 ден,420 ден,0,Романси,2025-05-02
224,Подарок за сеќавање,од:,430 ден,430 ден,0,Романси,2025-05-02
225,Болка во џебот,од:,250 ден,250 ден,0,Романси,2025-05-02
226,Скандалозни страсти,од:,430 ден,430 ден,0,Романси,2025-05-02
227,Тоа бевме ние,од:,300 ден,300 ден,0,Романси,2025-05-02
228,Последната годишнина,од:,490 ден,490 ден,0,Романси,2025-05-02
229,Се поради еден бакнеж,од:,430 ден,430 ден,0,Романси,2025-05-02
230,Ќе се најдеме во Бомбај,од:,490 ден,490 ден,0,Романси,2025-05-02
231,Љубовна Хипотеза,од:,500 ден,500 ден,0,Романси,2025-05-02
232,Љубовни неврони,од:,500 ден,500 ден,0,Романси,2025-05-02
233,Фатени во љубовна мрежа,од:,500 ден,500 ден,0,Романси,2025-05-02
234,Патеката на слоновите,од:,430 ден,430 ден,0,Романси,2025-05-02
235,Едно лето во Италија,од:,420 ден,420 ден,0,Романси,2025-05-02
236,Покорувајќи го војводата,од:,500 ден,500 ден,0,Романси,2025-05-02
237,Сите лета потоа,од:,500 ден,500 ден,0,Романси,2025-05-02
238,Љубовта не гори во пожар,од:,430 ден,430 ден,0,Романси,2025-05-02
239,Хамнет,од:,420 ден,420 ден,0,Романси,2025-05-02
240,Хотел меѓу две војни,од:,420 ден,420 ден,0,Романси,2025-05-02
241,Авантурите на лошото девојче,од:,500 ден,500 ден,0,Романси,2025-05-02
242,Позајмени сништа,од:,300 ден,300 ден,0,Романси,2025-05-02
243,Една од оние ноќи во Малибу,од:,350 ден,350 ден,0,Романси,2025-05-02
244,Писатели и љубовници,од:,360 ден,360 ден,0,Романси,2025-05-02
245,Се што чуваме,од:,330 ден,330 ден,0,Романси,2025-05-02
246,Се што даваме,од:,390 ден,390 ден,0,Романси,2025-05-02
247,Двајца во едно срце,од:,430 ден,430 ден,0,Романси,2025-05-02
248,Седумте мажи на Евелин Хуго,од:,450 ден,450 ден,0,Романси,2025-05-02
249,Се што сакам за Божиќ,од:,430 ден,430 ден,0,Романси,2025-05-02
250,Крај за паметење,од:,430 ден,430 ден,0,Романси,2025-05-02
251,Се поради една љубов,од:,430 ден,430 ден,0,Романси,2025-05-02
252,28 лета,од:,500 ден,500 ден,0,Романси,2025-05-02
253,СЕ СЛУЧИ ЕДНО ЛЕТО,од:,500 ден,500 ден,0,Романси,2025-05-02
254,Се поради еден војвода,од:,430 ден,430 ден,0,Романси,2025-05-02
255,"ПРЕКРАСЕН СВЕТУ, КАДЕ СИ",од:,500 ден,500 ден,0,Романси,2025-05-02
256,Пурпурни срца,од:,450 ден,450 ден,0,Романси,2025-05-02
257,Во нечии други чевли,од:,550 ден,550 ден,0,Романси,2025-05-02
258,Со љубов од Париз,од:,390 ден,390 ден,0,Романси,2025-05-02
259,Чекај ме кај езерото,од:,500 ден,500 ден,0,Романси,2025-05-02
260,Скоро парижанка,од:,300 ден,300 ден,0,Романси,2025-05-02
261,Анаис од Монмартр,од:,300 ден,300 ден,0,Романси,2025-05-02
262,Има нешто магично во Сен Тропе,од:,350 ден,350 ден,0,Романси,2025-05-02
263,Шардоне и шпагети карбонара,од:,250 ден,250 ден,0,Романси,2025-05-02
264,Пламен на страста,од:,270 ден,270 ден,0,Романси,2025-05-02
265,Единственото сеќавање на Флора Бенкс,од:,350 ден,350 ден,0,Романси,2025-05-02
266,Те чекам,од:,450 ден,450 ден,0,Романси,2025-05-02
267,Изгубена надеж,од:,420 ден,420 ден,0,Романси,2025-05-02
268,Почеток од соништата,од:,430 ден,430 ден,0,Романси,2025-05-02
269,Малибу во пламен,од:,480 ден,480 ден,0,Романси,2025-05-02
270,Солзите на Афродита,од:,499 ден,499 ден,0,Романси,2025-05-02
271,Куќата со жолта фасада,од:,300 ден,300 ден,0,Романси,2025-05-02
272,Кит на плажа,од:,340 ден,340 ден,0,Романси,2025-05-02
273,СВЕЌИТЕ ГОРАТ ДО КРАЈОТ,од:,280 ден,280 ден,0,Романси,2025-05-02
274,Скротени,од:,350 ден,350 ден,0,Романси,2025-05-02
275,Испревртени,од:,350 ден,350 ден,0,Романси,2025-05-02
276,Заплеткани,од:,350 ден,350 ден,0,Романси,2025-05-02
277,Врзани,од:,350 ден,350 ден,0,Романси,2025-05-02
278,Есен во Венеција,од:,450 ден,450 ден,0,Романси,2025-05-02
279,Приказна за едно семејство,од:,390 ден,390 ден,0,Романси,2025-05-02
280,Сè што оставаме,од:,390 ден,390 ден,0,Романси,2025-05-02
281,Ваби-Саби,од:,320 ден,320 ден,0,Романси,2025-05-02
282,Нормални луѓе,од:,450 ден,450 ден,0,Романси,2025-05-02
283,УНА И СЕЛИНЏЕР,од:,380 ден,380 ден,0,Романси,2025-05-02
284,До сите момци што ги сакав,од:,390 ден,390 ден,0,Романси,2025-05-02
285,ПРЕЉУБА,од:,380 ден,380 ден,0,Романси,2025-05-02
286,КИЛИБАР И СВИЛА,од:,320 ден,320 ден,0,Романси,2025-05-02
287,БЕЛЕШКИТЕ НА ЛАЈЛА ГРЕЈС: КАРМА,од:,250 ден,250 ден,0,Романси,2025-05-02
288,"КАДЕ ИСЧЕЗНА, БЕРНАДЕТ?",од:,450 ден,450 ден,0,Романси,2025-05-02
289,ЉУБОВ СО МАЛИ БУКВИ,од:,199 ден,199 ден,0,Романси,2025-05-02
290,Педесет нијанси сиво,од:,550 ден,550 ден,0,Романси,2025-05-02
291,БЕЛЕШКИТЕ НА ЛАЈЛА ГРЕЈС,од:,250 ден,250 ден,0,Романси,2025-05-02
292,Коефициент на љубовта,од:,450 ден,450 ден,0,Романси,2025-05-02
293,Најдолгото патување,од:,500 ден,500 ден,0,Романси,2025-05-02
294,Најдоброто од мене,од:,450 ден,450 ден,0,Романси,2025-05-02
295,Последната песна,од:,450 ден,450 ден,0,Романси,2025-05-02
296,Лето како во „Мама миа“,од:,390 ден,390 ден,0,Романси,2025-05-02
297,Дејзи Џонс енд Д сикс,од:,450 ден,450 ден,0,Романси,2025-05-02
298,Еднаш засекогаш,од:,450 ден,450 ден,0,Романси,2025-05-02
299,Сакај ја диво,од:,360 ден,360 ден,0,Романси,2025-05-02
300,АСИСТОЛА,од:,300 ден,300 ден,0,Романси,2025-05-02
301,ЉУБОВТА ТРАЕ ТРИ ГОДИНИ,од:,300 ден,300 ден,0,Романси,2025-05-02
302,Отчукувања,од:,300 ден,300 ден,0,Романси,2025-05-02
303,Проектот Роузи,од:,390 ден,390 ден,0,Романси,2025-05-02
304,Паника,од:,380 ден,380 ден,0,Романси,2025-05-02
305,ЖЕНАТА СО ЦРВЕНИОТ БЕЛЕЖНИК,од:,300 ден,300 ден,0,Романси,2025-05-02
306,СРЦЕТО Е ТУПАНИЦА,од:,300 ден,300 ден,0,Романси,2025-05-02
307,Запишано во ѕвездите,од:,430 ден,430 ден,0,Романси,2025-05-02
308,Господинот,од:,630 ден,630 ден,0,Романси,2025-05-02
309,Задоцнетиот живот на Ејми Бајлер,од:,450 ден,450 ден,0,Романси,2025-05-02
310,Меден месец,од:,490 ден,490 ден,0,Романси,2025-05-02
311,Има ли сè уште секс во градот?,од:,350 ден,350 ден,0,Романси,2025-05-02
312,Без Мерит,од:,420 ден,420 ден,0,Романси,2025-05-02
