Title,Author,Real Price,Sale Price,IsOnSale,Category,Retrieved At,Discount (%)
Се викам црвена,,590.0,0.0,False,Историски,2025-05-02,0.0
Излегувањето од сенка (Тајното женско училиште),,350.0,0.0,False,Историски,2025-05-02,0.0
Море на спокојството,,360.0,0.0,False,Историски,2025-05-02,0.0
Хамнет,,420.0,0.0,False,Историски,2025-05-02,0.0
Хотел меѓу две војни,,420.0,0.0,False,Историски,2025-05-02,0.0
Градината на олеандрите,,390.0,0.0,False,Историски,2025-05-02,0.0
Седумте мажи на Евелин Хуго,,450.0,0.0,False,Историски,2025-05-02,0.0
Се поради една љубов,,430.0,0.0,False,Историски,2025-05-02,0.0
Долга реса крај морето,,450.0,0.0,False,Историски,2025-05-02,0.0
ЖЕНАТА ВО КУРАНОТ,,280.0,0.0,False,Историски,2025-05-02,0.0
"Антисемитски појави и процеси во Вардарскиот дел на Македонија, Македонија во рамките во рамките на Југословеската Федерација и Република Македонија",,550.0,0.0,False,Историски,2025-05-02,0.0
Се поради еден војвода,,430.0,0.0,False,Историски,2025-05-02,0.0
Библиотекарката од Аушвиц,,500.0,0.0,False,Историски,2025-05-02,0.0
Хурем − московската наложница,,600.0,0.0,False,Историски,2025-05-02,0.0
Жените од замокот Лафајет,,650.0,0.0,False,Историски,2025-05-02,0.0
Трката за спас на Романови,,590.0,0.0,False,Историски,2025-05-02,0.0
Книга на изгубените имиња,,500.0,0.0,False,Историски,2025-05-02,0.0
Како пердув на ветрот,,400.0,0.0,False,Историски,2025-05-02,0.0
Американската авантуристка,,650.0,0.0,False,Историски,2025-05-02,0.0
Последната куќа на улицата,,500.0,0.0,False,Историски,2025-05-02,0.0
Водена приказна,,250.0,0.0,False,Историски,2025-05-02,0.0
Тајната на Тудорите,,550.0,0.0,False,Историски,2025-05-02,0.0
Четиринаесеттата колонија,,550.0,0.0,False,Историски,2025-05-02,0.0
Избрани дела од сестрите Бронте,,999.0,0.0,False,Историски,2025-05-02,0.0
Конци на судбината,,650.0,0.0,False,Историски,2025-05-02,0.0
Бележникот на татко ми,,350.0,0.0,False,Историски,2025-05-02,0.0
Уште еден ден живот,,250.0,0.0,False,Историски,2025-05-02,0.0
Севдалинка,,220.0,0.0,False,Историски,2025-05-02,0.0
Проклетството на Палмизанови,,400.0,0.0,False,Историски,2025-05-02,0.0
Последниот воз за Истанбул,,220.0,0.0,False,Историски,2025-05-02,0.0
"Тито, мојот претпоследен херој",,350.0,0.0,False,Историски,2025-05-02,0.0
Последна станица Аушвиц,,350.0,0.0,False,Историски,2025-05-02,0.0
Последната кралица,,550.0,0.0,False,Историски,2025-05-02,0.0
Некој ми го знае името,,300.0,0.0,False,Историски,2025-05-02,0.0
Приказна за оние што заминуваат и за оние што остануваат,,600.0,0.0,False,Историски,2025-05-02,0.0
Куќа без прозорци,,499.0,0.0,False,Историски,2025-05-02,0.0
"Габриела, каранфилче и цимет",,400.0,0.0,False,Историски,2025-05-02,0.0
"Солунска 28, втор дел",,480.0,0.0,False,Историски,2025-05-02,0.0
Сестрите од Версај,,450.0,0.0,False,Историски,2025-05-02,0.0
Соперниците од Версај,,450.0,0.0,False,Историски,2025-05-02,0.0
Непријателите од Версај,,450.0,0.0,False,Историски,2025-05-02,0.0
Проколната земја,,350.0,0.0,False,Историски,2025-05-02,0.0
Есен во Венеција,,450.0,0.0,False,Историски,2025-05-02,0.0
Детето на степата,,270.0,0.0,False,Историски,2025-05-02,0.0
Ќерката на степата,,270.0,0.0,False,Историски,2025-05-02,0.0
Господарката на степата,,270.0,0.0,False,Историски,2025-05-02,0.0
Изброј ги ѕвездите,,350.0,0.0,False,Историски,2025-05-02,0.0
Кралска измама,,550.0,0.0,False,Историски,2025-05-02,0.0
ДЕВОЈКАТА ОД МОЧУРИШТЕТО,,500.0,0.0,False,Историски,2025-05-02,0.0
Животната приказна на Цилка,,450.0,0.0,False,Историски,2025-05-02,0.0
Заветот на кралицата,,550.0,0.0,False,Историски,2025-05-02,0.0
ЧЕТИРИЕСЕТ ПРАВИЛА НА ЉУБОВТА,,450.0,0.0,False,Историски,2025-05-02,0.0
АНГЛИСКИОТ ПАЦИЕНТ,,400.0,0.0,False,Историски,2025-05-02,0.0
ПРИКАЗНА ЗА НОВОТО ПРЕЗИМЕ,,600.0,0.0,False,Историски,2025-05-02,0.0
МОЈАТА ГЕНИЈАЛНА ДРУГАРКА,,550.0,0.0,False,Историски,2025-05-02,0.0
Бруклин,,199.0,0.0,False,Историски,2025-05-02,0.0
Снеговите на љубовта – книга втора,,199.0,0.0,False,Историски,2025-05-02,0.0
Снеговите на љубовта – книга прва,,199.0,0.0,False,Историски,2025-05-02,0.0
Снеговите на љубовта,,199.0,0.0,False,Историски,2025-05-02,0.0
Девојката што пишуваше на свила,,450.0,0.0,False,Историски,2025-05-02,0.0
"Херојски приказни: Митови, легенди и приказни од различни делови на светот",,250.0,0.0,False,Историски,2025-05-02,0.0
КЛУБОТ НА НЕПОПРАВЛИВИТЕ ОПТИМИСТИ,,500.0,0.0,False,Историски,2025-05-02,0.0
Џентлмен во Москва,,550.0,0.0,False,Историски,2025-05-02,0.0
Минхен,,390.0,0.0,False,Историски,2025-05-02,0.0
Кој владее со светот?,,360.0,0.0,False,Историски,2025-05-02,0.0
"Оди, постави стражар",,700.0,0.0,False,Историски,2025-05-02,0.0
Сребрениот куфер,,480.0,0.0,False,Историски,2025-05-02,0.0
Солунска 28,,480.0,0.0,False,Историски,2025-05-02,0.0
Сестрите Романови,,550.0,0.0,False,Историски,2025-05-02,0.0
ПАРФЕМ,,350.0,0.0,False,Историски,2025-05-02,0.0
Најубавите љубовни писма на сите времиња,,200.0,0.0,False,Историски,2025-05-02,0.0
АЛХЕМИЧАРОТ,,320.0,0.0,False,Историски,2025-05-02,0.0
УБК одблизу,,250.0,0.0,False,Историски,2025-05-02,0.0
Ватиканската принцеза,,550.0,0.0,False,Историски,2025-05-02,0.0
Без своја земја,,220.0,0.0,False,Историски,2025-05-02,0.0
Ноќта,,200.0,0.0,False,Историски,2025-05-02,0.0
Запишано во ѕвездите,,430.0,0.0,False,Историски,2025-05-02,0.0
Другиот Ајнштајн,,420.0,0.0,False,Историски,2025-05-02,0.0
Париската библиотека,,350.0,0.0,False,Историски,2025-05-02,0.0
Звукот на тишината,,320.0,0.0,False,Историски,2025-05-02,0.0
Холандската куќа,,450.0,0.0,False,Историски,2025-05-02,0.0
Тетовирачот од Аушвиц,,450.0,0.0,False,Историски,2025-05-02,0.0
Царицата Романова,,550.0,0.0,False,Историски,2025-05-02,0.0
Исповедите на Катерина Медичи,,550.0,0.0,False,Историски,2025-05-02,0.0
Девојката што ја остави зад себе,,450.0,0.0,False,Историски,2025-05-02,0.0
Сенките на дрвото од калинка,,420.0,0.0,False,Историски,2025-05-02,0.0
Ноќ на златната пеперутка,,420.0,0.0,False,Историски,2025-05-02,0.0
Катедралата на морето,,490.0,0.0,False,Историски,2025-05-02,0.0
Раскажувачката,,600.0,0.0,False,Историски,2025-05-02,0.0
Авијатичарот,,350.0,0.0,False,Историски,2025-05-02,0.0
Чернобилска молитва,,350.0,0.0,False,Историски,2025-05-02,0.0
Војната нема женско лице,,350.0,0.0,False,Историски,2025-05-02,0.0
Девојките од песочниот замок,,350.0,0.0,False,Историски,2025-05-02,0.0
Под црвеното небо,,500.0,0.0,False,Историски,2025-05-02,0.0
Птиците умираат пеејќи,,600.0,0.0,False,Историски,2025-05-02,0.0
Министерство за врвна среќа,,500.0,0.0,False,Историски,2025-05-02,0.0
Пачинко,,600.0,0.0,False,Историски,2025-05-02,0.0
Ахиловата песна,,500.0,0.0,False,Историски,2025-05-02,0.0
Исповед,,600.0,0.0,False,Историски,2025-05-02,0.0
Херој, Саманта Јанг,420.0,0.0,False,Чик Лит,2025-05-02,0.0
Летото смени сѐ (Браќата О’Нил #2), Сара Морган,420.0,0.0,False,Чик Лит,2025-05-02,0.0
Јас и ти, Кристан Хигинс,420.0,0.0,False,Чик Лит,2025-05-02,0.0
"Флерт, уцени и високи потпетици", Маја Божиновска,350.0,0.0,False,Чик Лит,2025-05-02,0.0
"Будалеста, слатка љубов #3", Џил Шелвис,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Најслаткото нешто #2, Џил Шелвис,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Moјот (не баш) совршен живот, Софи Кинсела,420.0,0.0,False,Чик Лит,2025-05-02,0.0
Слатки мали тајни #1, Џил Шелвис,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Го имам твојот број, Софи Кинсела,420.0,0.0,False,Чик Лит,2025-05-02,0.0
Онаа ноќ во Њујорк, Лорен Лејн,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Една од момците, Лорен Лејн,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Тајна задача: љубов, Џули Џејмс,390.0,0.0,False,Чик Лит,2025-05-02,0.0
"Тој рече, таа рече", Лорен Лејн,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Господин Неодолив, Сузан Е. Филипс,390.0,0.0,False,Чик Лит,2025-05-02,0.0
А што по бакнежот?, Лорен Лејн,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Само најсекси маж кој постои, Џули Џејмс,420.0,0.0,False,Чик Лит,2025-05-02,0.0
Нека победи подобриот, Џули Џејмс,420.0,0.0,False,Чик Лит,2025-05-02,0.0
Мојот личен ФБИ агент, Џули Џејмс,420.0,0.0,False,Чик Лит,2025-05-02,0.0
Нешто слично на љубов, Џули Џејмс,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Подарок за роденден, Сузан Е. Филипс,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Сосед од пеколот, Р.Л Метјусон,380.0,0.0,False,Чик Лит,2025-05-02,0.0
Во врска со онаа ноќ, Џули Џејмс,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Нешто сино, Емили Гифин,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Го сакам Лондон, Линдзи Келк,380.0,0.0,False,Чик Лит,2025-05-02,0.0
Старомодниот водич за љубов и романса, Кирсти Гринвуд,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Ова мое срце, Сузан Е. Филипс,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Пред улица Јамајка, Саманта Јанг,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Планот за среќен крај, Линдзи Келк,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Го сакам Њујорк, Линдзи Келк,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Од љубов до омраза, Кристан Хигинс,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Нешто позајмено, Емили Гифин,390.0,0.0,False,Чик Лит,2025-05-02,0.0
По улица Лондон, Саманта Јанг,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Го сакам Вегас, Линдзи Келк,380.0,0.0,False,Чик Лит,2025-05-02,0.0
Двајца во едно срце,,430.0,0.0,False,Чик Лит,2025-05-02,0.0
Се што сакам за Божиќ,,430.0,0.0,False,Чик Лит,2025-05-02,0.0
Крај за паметење,,430.0,0.0,False,Чик Лит,2025-05-02,0.0
Со љубов од Париз,,390.0,0.0,False,Чик Лит,2025-05-02,0.0
П.С. Сè уште те сакам,,390.0,0.0,False,Чик Лит,2025-05-02,0.0
Сè уште мислам на тебе,,450.0,0.0,False,Чик Лит,2025-05-02,0.0
ГРАД НА ДЕВОЈКИ,,550.0,0.0,False,Чик Лит,2025-05-02,0.0
Има ли сè уште секс во градот?,,350.0,0.0,False,Чик Лит,2025-05-02,0.0
Дневникот на Бриџит Џонс,,300.0,0.0,False,Чик Лит,2025-05-02,0.0
Бриџит Џонс: На работ на разумот,,300.0,0.0,False,Чик Лит,2025-05-02,0.0
Бриџит Џонс: Луда по него,,300.0,0.0,False,Чик Лит,2025-05-02,0.0
Бебето на Бриџит Џонс,,300.0,0.0,False,Чик Лит,2025-05-02,0.0
Изопачени игри, Ана Хуанг,470.0,0.0,False,За млади,2025-05-02,0.0
Статистичка веројатност за љубов на прв поглед, Џенифер И. Смит,390.0,0.0,False,За млади,2025-05-02,0.0
Најслаткиот филџан кафе, Оља Петрушевска – Томева,320.0,0.0,False,За млади,2025-05-02,0.0
Девојката која ја бркаше месечината, Сара Адисон Ален,380.0,0.0,False,За млади,2025-05-02,0.0
Ти си тој што го сакам, Џована Флечер,400.0,0.0,False,За млади,2025-05-02,0.0
Плачот на срната,,350.0,0.0,False,За млади,2025-05-02,0.0
Светот не е фабрика за исполнување желби, Џон Грин,380.0,0.0,False,За млади,2025-05-02,0.0
Еднаш и Тогаш,,450.0,0.0,False,За млади,2025-05-02,0.0
Без каење, Колин Хувер,440.0,0.0,False,За млади,2025-05-02,0.0
Синдер & Ела, Кели Орам,390.0,0.0,False,За млади,2025-05-02,0.0
Живот за живот, Сара Зар,380.0,0.0,False,За млади,2025-05-02,0.0
Момчето во пижами на риги, Џон Бојн,320.0,0.0,False,За млади,2025-05-02,0.0
Чудо, Р.Џ Паласио,390.0,195.0,True,За млади,2025-05-02,50.0
9 Ноември, Колин Хувер,380.0,0.0,False,За млади,2025-05-02,0.0
Роза за балерината, Лурлин МекДениел,250.0,0.0,False,За млади,2025-05-02,0.0
Перфектна хемија, Симон Елкелс,380.0,0.0,False,За млади,2025-05-02,0.0
Крадец на колачиња (101 инспиративна приказна),,320.0,0.0,False,За млади,2025-05-02,0.0
Само пријатели, Колин Хувер,350.0,0.0,False,За млади,2025-05-02,0.0
Без страв, Лурлин МекДениел,300.0,0.0,False,За млади,2025-05-02,0.0
Ние бевме лажговци, Е. Локхарт,380.0,0.0,False,За млади,2025-05-02,0.0
Еленор и Парк, Реинбоу Ровел,380.0,0.0,False,За млади,2025-05-02,0.0
Можеби никогаш, Колин Хувер,250.0,0.0,False,За млади,2025-05-02,0.0
Можеби некогаш, Колин Хувер,380.0,0.0,False,За млади,2025-05-02,0.0
Софи и Картер,,250.0,0.0,False,За млади,2025-05-02,0.0
"Сè, баш сè", Никола Јун,380.0,0.0,False,За млади,2025-05-02,0.0
Опасен онлајн разговор, Сара Дарер Литман,380.0,0.0,False,За млади,2025-05-02,0.0
Во потрага по Алјаска, Џон Грин,370.0,0.0,False,За млади,2025-05-02,0.0
Зошто ме тргаш од ѕвездите?,,280.0,0.0,False,За млади,2025-05-02,0.0
СВЕТОТ НА СОФИЈА,,500.0,0.0,False,За млади,2025-05-02,0.0
Господарот на мувите,,290.0,0.0,False,За млади,2025-05-02,0.0
Мачорот што ги спаси книгите,,340.0,0.0,False,За млади,2025-05-02,0.0
Хари Потер и Редот на фениксот,Џ.К. Роулинг,1150.0,0.0,False,За млади,2025-05-02,0.0
Љубов голема колку Скопје,,340.0,0.0,False,За млади,2025-05-02,0.0
Името ми е Вивиен Ли,,250.0,0.0,False,За млади,2025-05-02,0.0
Со љубов од Париз,,390.0,0.0,False,За млади,2025-05-02,0.0
П.С. Сè уште те сакам,,390.0,0.0,False,За млади,2025-05-02,0.0
Одберете си сопствен среќен крај: Повик на Дивината,,250.0,0.0,False,За млади,2025-05-02,0.0
Единственото сеќавање на Флора Бенкс,,350.0,0.0,False,За млади,2025-05-02,0.0
Агентот на орбулаторот,,350.0,0.0,False,За млади,2025-05-02,0.0
Лавиринтот: Лек за смртта,,350.0,0.0,False,За млади,2025-05-02,0.0
Црвена кралица,,480.0,0.0,False,За млади,2025-05-02,0.0
Ереб,,450.0,0.0,False,За млади,2025-05-02,0.0
Тајниот портал,,350.0,0.0,False,За млади,2025-05-02,0.0
Секој има своја приказна,,320.0,0.0,False,За млади,2025-05-02,0.0
Ајде погледни ме сега,,420.0,0.0,False,За млади,2025-05-02,0.0
Миа во Амстердам (Јас сум Миа #2),,250.0,0.0,False,За млади,2025-05-02,0.0
Кит на плажа,,340.0,0.0,False,За млади,2025-05-02,0.0
Приказна за едно семејство,,390.0,0.0,False,За млади,2025-05-02,0.0
Сè што оставаме,,390.0,0.0,False,За млади,2025-05-02,0.0
Изброј ги ѕвездите,,350.0,0.0,False,За млади,2025-05-02,0.0
Крадецот на луридиум,,350.0,0.0,False,За млади,2025-05-02,0.0
ЗИМСКИ РАСПУСТ,,350.0,0.0,False,За млади,2025-05-02,0.0
МОМЧЕТО МОЛЊА,,300.0,0.0,False,За млади,2025-05-02,0.0
"ИГБАЛ, МОЈАТА ТАЈНА",,280.0,0.0,False,За млади,2025-05-02,0.0
СТАКЛЕНИТЕ ДЕЦА,,350.0,0.0,False,За млади,2025-05-02,0.0
Воздух,,180.0,0.0,False,За млади,2025-05-02,0.0
ЧУДОВИШТЕТО ДОАЃА,,299.0,0.0,False,За млади,2025-05-02,0.0
Книга за секое девојче,,380.0,0.0,False,За млади,2025-05-02,0.0
До сите момци што ги сакав,,390.0,0.0,False,За млади,2025-05-02,0.0
КАКО ВО ФИЛМ,,340.0,0.0,False,За млади,2025-05-02,0.0
Лола и момчето од соседството,,270.0,0.0,False,За млади,2025-05-02,0.0
П.С. Ми се допаѓаш,,390.0,0.0,False,За млади,2025-05-02,0.0
Еднаш засекогаш,,450.0,0.0,False,За млади,2025-05-02,0.0
Одберете си сопствен среќен крај: Топло ладно лето,,250.0,0.0,False,За млади,2025-05-02,0.0
Потрага по Одри,,270.0,0.0,False,За млади,2025-05-02,0.0
Отчукувања,,300.0,0.0,False,За млади,2025-05-02,0.0
Ана и францускиот бакнеж,,270.0,0.0,False,За млади,2025-05-02,0.0
Ти и јас,,500.0,0.0,False,За млади,2025-05-02,0.0
Список за душа,,420.0,0.0,False,За млади,2025-05-02,0.0
Океј сме,,350.0,0.0,False,За млади,2025-05-02,0.0
Светот на рамена,,420.0,0.0,False,За млади,2025-05-02,0.0
Безнадежно, Колин Хувер,450.0,0.0,False,За млади,2025-05-02,0.0
Архангел-ослободување на ѕверот,,390.0,0.0,False,За млади,2025-05-02,0.0
Диви гуски,,290.0,0.0,False,За млади,2025-05-02,0.0
ТИ СИ ЅВЕР СЕКОЈ ДЕН, Џен Синсеро,270.0,0.0,False,Психологија,2025-05-02,0.0
Никогаш не прифаќај компромис,,490.0,0.0,False,Психологија,2025-05-02,0.0
ДОБРИ ОДНАТРЕ, Д-р Беки Кенеди,550.0,0.0,False,Психологија,2025-05-02,0.0
ЧЕТИРИЧАСОВНА РАБОТНА НЕДЕЛА,,450.0,0.0,False,Психологија,2025-05-02,0.0
ТИ СИ ЅВЕР ЗА ПРАВЕЊЕ ПАРИ, Џен Синсеро,490.0,0.0,False,Психологија,2025-05-02,0.0
Подарокот,Едит Егер,400.0,0.0,False,Психологија,2025-05-02,0.0
Основно правило за успех: КУМУЛАТИВНИОТ ЕФЕКТ,,420.0,0.0,False,Психологија,2025-05-02,0.0
Школа за извонредност,,420.0,0.0,False,Психологија,2025-05-02,0.0
Тајните на милионерскиот ум,,400.0,0.0,False,Психологија,2025-05-02,0.0
(С)Фати го типот што го посакуваш, Метју Хаси,400.0,0.0,False,Психологија,2025-05-02,0.0
Ти си ѕвер, Џен Синсеро,400.0,0.0,False,Психологија,2025-05-02,0.0
Остварете ги своите натприродни потенцијали,,580.0,0.0,False,Психологија,2025-05-02,0.0
Одмотајте го клопчето на анксиозноста,,500.0,0.0,False,Психологија,2025-05-02,0.0
Моќта на позитивното НЕ,,400.0,0.0,False,Психологија,2025-05-02,0.0
Квадрантот на протокот на парите,,500.0,0.0,False,Психологија,2025-05-02,0.0
"Богато дете, паметно дете",,500.0,0.0,False,Психологија,2025-05-02,0.0
Свесно мајчинство,,400.0,0.0,False,Психологија,2025-05-02,0.0
Четири илјади седмици,,390.0,0.0,False,Психологија,2025-05-02,0.0
"Е, баш ме заболе : дневник",,360.0,0.0,False,Психологија,2025-05-02,0.0
Завршете со позитивна нула,,360.0,0.0,False,Психологија,2025-05-02,0.0
Војната на уметноста,,300.0,0.0,False,Психологија,2025-05-02,0.0
Приказни од кафулето,,380.0,0.0,False,Психологија,2025-05-02,0.0
Држете се до своите деца,,600.0,0.0,False,Психологија,2025-05-02,0.0
ЗАВЛАДЕЈТЕ СО СВОИТЕ ЕМОЦИИ,,380.0,0.0,False,Психологија,2025-05-02,0.0
Раскази од минатиот век,,250.0,0.0,False,Психологија,2025-05-02,0.0
Водни тела,,250.0,0.0,False,Психологија,2025-05-02,0.0
Можеби треба да разговараш со некого,,600.0,0.0,False,Психологија,2025-05-02,0.0
МОЌТА НА ПОЗИТИВНОТО МИСЛЕЊЕ,,450.0,0.0,False,Психологија,2025-05-02,0.0
Инспиративна вистина,,350.0,0.0,False,Психологија,2025-05-02,0.0
Возрасни деца од емоционално незрели родители,,450.0,0.0,False,Психологија,2025-05-02,0.0
Митот за нормалното,,690.0,0.0,False,Психологија,2025-05-02,0.0
Мисли и збогати се: Практични чекори,,400.0,0.0,False,Психологија,2025-05-02,0.0
Правилото 5 секунди,,500.0,0.0,False,Психологија,2025-05-02,0.0
Манифест на секојдневниот херој,,600.0,0.0,False,Психологија,2025-05-02,0.0
Како да правите ништо,,420.0,0.0,False,Психологија,2025-05-02,0.0
Победување,,420.0,0.0,False,Психологија,2025-05-02,0.0
Мојот личен развој,,790.0,0.0,False,Психологија,2025-05-02,0.0
Животот е убав ако знае да се живее,,900.0,0.0,False,Психологија,2025-05-02,0.0
Ми велеа дека сум пречувствителна,,420.0,0.0,False,Психологија,2025-05-02,0.0
Надвор од рамките,,500.0,0.0,False,Психологија,2025-05-02,0.0
365 дена свесни,,650.0,0.0,False,Психологија,2025-05-02,0.0
Медитации,,300.0,0.0,False,Психологија,2025-05-02,0.0
Што ќе кажат другите,,250.0,0.0,False,Психологија,2025-05-02,0.0
Кафе-муабет со себеси,,360.0,0.0,False,Психологија,2025-05-02,0.0
Мудар родител – среќен тинејџер,,600.0,0.0,False,Психологија,2025-05-02,0.0
Емотивен талог,,350.0,0.0,False,Психологија,2025-05-02,0.0
Психологија на парите,,500.0,0.0,False,Психологија,2025-05-02,0.0
Порив,,500.0,0.0,False,Психологија,2025-05-02,0.0
Никому ништо не должите,,430.0,0.0,False,Психологија,2025-05-02,0.0
Размислете уште еднаш: Моќта на знаењето за сопственото незнаење,,600.0,0.0,False,Психологија,2025-05-02,0.0
Слобода од познатото,,280.0,0.0,False,Психологија,2025-05-02,0.0
Патот на супериорниот маж,,400.0,0.0,False,Психологија,2025-05-02,0.0
Дај си петка!,,550.0,0.0,False,Психологија,2025-05-02,0.0
7 тајни на успехот,,480.0,0.0,False,Психологија,2025-05-02,0.0
Децата и разводот,,450.0,0.0,False,Психологија,2025-05-02,0.0
Моќта на намерата,,450.0,0.0,False,Психологија,2025-05-02,0.0
Да се смислува и да се талка : збирка размисли од Џеф Безос,,450.0,0.0,False,Психологија,2025-05-02,0.0
Планината си ти,,350.0,0.0,False,Психологија,2025-05-02,0.0
Умешност на лутината: мал водич за голема лична моќ,,350.0,0.0,False,Психологија,2025-05-02,0.0
Внимавај кој волк го храниш,,420.0,0.0,False,Психологија,2025-05-02,0.0
Да го живееме животот од своите соништа,,450.0,0.0,False,Психологија,2025-05-02,0.0
Кога телото вели не,,550.0,0.0,False,Психологија,2025-05-02,0.0
Тажни мисли,,450.0,0.0,False,Психологија,2025-05-02,0.0
Купи си ги е*ените лилјани,,430.0,0.0,False,Психологија,2025-05-02,0.0
ХРАБРОСТА ДА СЕ БИДЕ СВОЈ,,420.0,0.0,False,Психологија,2025-05-02,0.0
Речи НЕ без чувство на вина,,430.0,0.0,False,Психологија,2025-05-02,0.0
Плацебото сте вие,,580.0,0.0,False,Психологија,2025-05-02,0.0
Mindset: нова психологија на успехот,,650.0,0.0,False,Психологија,2025-05-02,0.0
Книга што посакувате да ја прочитале вашите родители,,450.0,0.0,False,Психологија,2025-05-02,0.0
Што ти се случило,,450.0,0.0,False,Психологија,2025-05-02,0.0
Како да се успее во денешниот свет,,320.0,0.0,False,Психологија,2025-05-02,0.0
Како подобро да се мисли,,430.0,0.0,False,Психологија,2025-05-02,0.0
"ДОБРИ ВИБРАЦИИ, ДОБАР ЖИВОТ",,500.0,0.0,False,Психологија,2025-05-02,0.0
Опкружени со идиоти,,399.0,0.0,False,Психологија,2025-05-02,0.0
Мудар родител – време е за градинка,,650.0,0.0,False,Психологија,2025-05-02,0.0
КАКО ДА СТАНЕТЕ ЕФЕКТИВЕН ЛИДЕР,,320.0,0.0,False,Психологија,2025-05-02,0.0
"ЖИВОТОТ Е КРАТОК, НАПРАВЕТЕ ГО ВЕЛИЧЕНСТВЕН",,320.0,0.0,False,Психологија,2025-05-02,0.0
КОМУНИКАЦИЈАТА КАКО ПАТ ДО УСПЕХОТ,,320.0,0.0,False,Психологија,2025-05-02,0.0
Херој,Р.Бирн,450.0,0.0,False,Психологија,2025-05-02,0.0
ПОВТОРНО ОТКРИВАЊЕ НА ЖИВОТОТ,,250.0,0.0,False,Психологија,2025-05-02,0.0
Моќта на цврстиот карактер,,500.0,0.0,False,Психологија,2025-05-02,0.0
БОЕНКА ЗА СПОКОЕН УМ,,250.0,0.0,False,Психологија,2025-05-02,0.0
Во затворот на умот,,450.0,0.0,False,Психологија,2025-05-02,0.0
СЕДУМТЕ ДУХОВНИ ЗАКОНИ НА УСПЕХОТ,,280.0,0.0,False,Психологија,2025-05-02,0.0
ПАТОТ ПО КОЈ ПОРЕТКО СЕ ОДИ,,400.0,0.0,False,Психологија,2025-05-02,0.0
Случајот Чернобог,,400.0,0.0,False,Психологија,2025-05-02,0.0
"ЗОШТО МАЖИТЕ НЕМААТ ПОИМ, А ЖЕНИТЕ НИКОГАШ НЕМААТ ДОВОЛНО ЧЕВЛИ",,400.0,0.0,False,Психологија,2025-05-02,0.0
Животот те сака,,280.0,0.0,False,Психологија,2025-05-02,0.0
Сменете го размислувањето сменето го животот,,450.0,0.0,False,Психологија,2025-05-02,0.0
Детето во тебе мора да си го најде својот дом,,450.0,0.0,False,Психологија,2025-05-02,0.0
Уметноста на создавање спомени,,780.0,0.0,False,Психологија,2025-05-02,0.0
Thrivity Активатор,,600.0,0.0,False,Психологија,2025-05-02,0.0
Како да го излечите својот живот,,400.0,0.0,False,Психологија,2025-05-02,0.0
Како да си ги откриете минатите животи,,210.0,0.0,False,Психологија,2025-05-02,0.0
Остани позитивен со Марко Аурелиј,,280.0,0.0,False,Психологија,2025-05-02,0.0
Остани спокоен со Сенека,,280.0,0.0,False,Психологија,2025-05-02,0.0
Пропаганда,,300.0,0.0,False,Психологија,2025-05-02,0.0
Фурам феминизам,,300.0,0.0,False,Психологија,2025-05-02,0.0
Пепелник во еден хотел во Скопје,,300.0,0.0,False,Психологија,2025-05-02,0.0
"Јади, моли се, вљуби се",,500.0,0.0,False,Психологија,2025-05-02,0.0
Без оправдувања,,400.0,0.0,False,Психологија,2025-05-02,0.0
Храбри наместо совршени,,350.0,0.0,False,Психологија,2025-05-02,0.0
ШТО КАЖУВА СЕКОЕ ТЕЛО,,400.0,0.0,False,Психологија,2025-05-02,0.0
ФАКТОЛОГИЈА,,500.0,0.0,False,Психологија,2025-05-02,0.0
Умешноста да ја креирате вашата реалност – Водич за свесни креатори,,450.0,0.0,False,Психологија,2025-05-02,0.0
БИДЕТЕ СВОЈ ПСИХОТЕРАПЕВТ,,340.0,0.0,False,Психологија,2025-05-02,0.0
ШТО (НЕ) Е ЉУБОВ,,650.0,0.0,False,Психологија,2025-05-02,0.0
САФАРИ НА ДУХОТ,,650.0,0.0,False,Психологија,2025-05-02,0.0
Големата магија,,400.0,0.0,False,Психологија,2025-05-02,0.0
ЛИДЕР БЕЗ ТИТУЛА,,380.0,0.0,False,Психологија,2025-05-02,0.0
КОЈА ИГРА ЈА ИГРАШ?,,400.0,0.0,False,Психологија,2025-05-02,0.0
МОСТ ПРЕКУ ВЕЧНОСТА,,199.0,0.0,False,Психологија,2025-05-02,0.0
